index,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Region,Activity Type Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Price_Category,GEO_Summary
7211,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,International,F,18914,Deplaned,18914,2010,August,Business,International
7212,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,International,F,18483,Enplaned,18483,2010,August,Business,Domestic
7213,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Thru / Transit,Terminal 4,F,353,Thru / Transit * 2,706,2010,August,First class,International
7214,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Deplaned,International,G,32579,Deplaned,32579,2010,August,Business,International
7215,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Enplaned,Terminal 4,G,32450,Enplaned,32450,2010,August,Economy,International
7216,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Thru / Transit,International,G,637,Thru / Transit * 2,1274,2010,August,Business,Domestic
7217,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Deplaned,Terminal 1,G,7280,Deplaned,7280,2010,August,Business,International
7218,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Enplaned,International,G,6318,Enplaned,6318,2010,August,First class,Domestic
7219,201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Thru / Transit,International,G,486,Thru / Transit * 2,972,2010,August,First class,International
7220,201008,Virgin America,VX,Virgin America,VX,US,Deplaned,Terminal 4,A,105770,Deplaned,105770,2010,August,Business,Domestic
7221,201008,Virgin America,VX,Virgin America,VX,US,Enplaned,Terminal 1,A,103285,Enplaned,103285,2010,August,Business,Domestic
7222,201008,Virgin America,VX,Virgin America,VX,Canada,Deplaned,International,A,2659,Deplaned,2659,2010,August,First class,International
7223,201008,Virgin America,VX,Virgin America,VX,Canada,Enplaned,International,A,2492,Enplaned,2492,2010,August,Economy,International
7224,201008,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Deplaned,International,A,11111,Deplaned,11111,2010,August,Business,International
7225,201008,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Enplaned,International,A,10805,Enplaned,10805,2010,August,Business,International
7226,201008,WestJet Airlines,WS,WestJet Airlines,WS,Canada,Deplaned,Terminal 2,A,8763,Deplaned,8763,2010,August,Economy,Domestic
7227,201008,WestJet Airlines,WS,WestJet Airlines,WS,Canada,Enplaned,Terminal 4,A,8719,Enplaned,8719,2010,August,First class,Domestic
7228,201009,Aeromexico,AM,Aeromexico,AM,Mexico,Deplaned,Terminal 3,A,3411,Deplaned,3411,2010,September,Business,International
7229,201009,Aeromexico,AM,Aeromexico,AM,Mexico,Enplaned,Terminal 3,A,3303,Enplaned,3303,2010,September,Business,Domestic
7230,201009,Air Berlin,AB,Air Berlin,AB,Europe,Deplaned,Terminal 3,G,2357,Deplaned,2357,2010,September,Economy,International
7231,201009,Air Berlin,AB,Air Berlin,AB,Europe,Enplaned,Terminal 4,G,2343,Enplaned,2343,2010,September,Business,Domestic
7232,201009,Air Canada ,AC,Air Canada ,AC,Canada,Deplaned,Terminal 2,E,26703,Deplaned,26703,2010,September,Business,International
7233,201009,Air Canada ,AC,Air Canada ,AC,Canada,Enplaned,International,E,28049,Enplaned,28049,2010,September,Economy,International
7234,201009,Air China,CA,Air China,CA,Asia,Deplaned,Terminal 3,G,6905,Deplaned,6905,2010,September,Business,International
7235,201009,Air China,CA,Air China,CA,Asia,Enplaned,International,G,6585,Enplaned,6585,2010,September,Economy,Domestic
7236,201009,Air France,AF,Air France,AF,Europe,Deplaned,Terminal 1,A,12693,Deplaned,12693,2010,September,Economy,Domestic
7237,201009,Air France,AF,Air France,AF,Europe,Enplaned,Terminal 2,A,13763,Enplaned,13763,2010,September,First class,Domestic
7238,201009,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Deplaned,Terminal 4,G,5878,Deplaned,5878,2010,September,Economy,Domestic
7239,201009,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Enplaned,Terminal 3,G,6036,Enplaned,6036,2010,September,Business,Domestic
7240,201009,AirTran Airways,FL,AirTran Airways,FL,US,Deplaned,International,B,15982,Deplaned,15982,2010,September,Business,Domestic
7241,201009,AirTran Airways,FL,AirTran Airways,FL,US,Enplaned,Terminal 3,B,16409,Enplaned,16409,2010,September,Economy,Domestic
7242,201009,Alaska Airlines,AS,Alaska Airlines,AS,US,Deplaned,International,B,30648,Deplaned,30648,2010,September,First class,International
7243,201009,Alaska Airlines,AS,Alaska Airlines,AS,US,Enplaned,Terminal 4,B,38630,Enplaned,38630,2010,September,First class,Domestic
7244,201009,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Deplaned,Terminal 1,A,6870,Deplaned,6870,2010,September,First class,Domestic
7245,201009,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Enplaned,International,B,6640,Enplaned,6640,2010,September,First class,International
7246,201009,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Deplaned,Terminal 3,G,5931,Deplaned,5931,2010,September,Economy,International
7247,201009,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Enplaned,Terminal 1,G,6006,Enplaned,6006,2010,September,First class,International
7248,201009,American Airlines,AA,American Airlines,AA,US,Deplaned,Terminal 3,E,133725,Deplaned,133725,2010,September,First class,International
7249,201009,American Airlines,AA,American Airlines,AA,US,Enplaned,Terminal 3,E,136177,Enplaned,136177,2010,September,Economy,Domestic
7250,201009,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Deplaned,Terminal 3,A,4965,Deplaned,4965,2010,September,Business,Domestic
7251,201009,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Enplaned,Terminal 4,A,4597,Enplaned,4597,2010,September,First class,Domestic
7252,201009,British Airways,BA,British Airways,BA,Europe,Deplaned,Terminal 1,A,18882,Deplaned,18882,2010,September,Economy,International
7253,201009,British Airways,BA,British Airways,BA,Europe,Enplaned,Terminal 4,A,19497,Enplaned,19497,2010,September,First class,Domestic
7254,201009,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,Terminal 2,A,19615,Deplaned,19615,2010,September,Economy,International
7255,201009,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,Terminal 3,A,19218,Enplaned,19218,2010,September,First class,Domestic
7256,201009,China Airlines,CI,China Airlines,CI,Asia,Deplaned,Terminal 4,A,8887,Deplaned,8887,2010,September,Economy,Domestic
7257,201009,China Airlines,CI,China Airlines,CI,Asia,Enplaned,International,A,8261,Enplaned,8261,2010,September,First class,International
7258,201009,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,International,C,128239,Deplaned,128239,2010,September,Economy,International
7259,201009,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,International,C,136626,Enplaned,136626,2010,September,First class,International
7260,201009,Delta Air Lines,DL,Delta Air Lines,DL,Asia,Deplaned,International,A,5876,Deplaned,5876,2010,September,Economy,International
7261,201009,Delta Air Lines,DL,Delta Air Lines,DL,Asia,Enplaned,Terminal 3,A,5282,Enplaned,5282,2010,September,First class,Domestic
7262,201009,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,Terminal 4,G,9695,Deplaned,9695,2010,September,First class,Domestic
7263,201009,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,International,G,9841,Enplaned,9841,2010,September,Business,Domestic
7264,201009,Emirates ,EK,Emirates ,EK,Middle East,Deplaned,International,G,8648,Deplaned,8648,2010,September,Business,International
7265,201009,Emirates ,EK,Emirates ,EK,Middle East,Enplaned,Terminal 2,G,7354,Enplaned,7354,2010,September,First class,Domestic
7266,201009,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,Terminal 3,C,16998,Deplaned,16998,2010,September,Economy,Domestic
7267,201009,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,Terminal 2,C,16427,Enplaned,16427,2010,September,Business,Domestic
7268,201009,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,Terminal 3,C,7222,Deplaned,7222,2010,September,First class,Domestic
7269,201009,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,International,C,6886,Enplaned,6886,2010,September,First class,International
7270,201009,Horizon Air ,QX,Alaska Airlines,AS,US,Deplaned,International,B,9127,Deplaned,9127,2010,September,First class,International
7271,201009,Horizon Air ,QX,Alaska Airlines,AS,US,Enplaned,Terminal 4,B,8817,Enplaned,8817,2010,September,First class,Domestic
7272,201009,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,Terminal 3,A,6381,Deplaned,6381,2010,September,Business,Domestic
7273,201009,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,Terminal 2,A,6737,Enplaned,6737,2010,September,First class,International
7274,201009,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Deplaned,Terminal 3,A,33256,Deplaned,33256,2010,September,First class,International
7275,201009,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Enplaned,Terminal 2,A,32755,Enplaned,32755,2010,September,Business,International
7276,201009,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,Terminal 2,A,10827,Deplaned,10827,2010,September,First class,Domestic
7277,201009,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,Terminal 3,A,11030,Enplaned,11030,2010,September,Economy,Domestic
7278,201009,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,International,A,6540,Deplaned,6540,2010,September,First class,Domestic
7279,201009,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,Terminal 1,A,6209,Enplaned,6209,2010,September,First class,Domestic
7280,201009,LAN Peru,LP,LAN Peru,LP,South America,Deplaned,Terminal 3,A,2799,Deplaned,2799,2010,September,First class,International
7281,201009,LAN Peru,LP,LAN Peru,LP,South America,Enplaned,Terminal 2,A,2612,Enplaned,2612,2010,September,Business,International
7282,201009,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,Terminal 2,G,17946,Deplaned,17946,2010,September,Business,Domestic
7283,201009,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Enplaned,International,G,18433,Enplaned,18433,2010,September,Economy,International
7284,201009,Mesa Airlines,YV,US Airways,US ,US,Deplaned,International,B,9525,Deplaned,9525,2010,September,Economy,International
7285,201009,Mesa Airlines,YV,US Airways,US ,US,Enplaned,International,B,9394,Enplaned,9394,2010,September,First class,International
7286,201009,Mesaba Airlines,XJ,Delta Air Lines,DL,US,Deplaned,International,C,5026,Deplaned,5026,2010,September,First class,International
7287,201009,Mesaba Airlines,XJ,Delta Air Lines,DL,US,Enplaned,Terminal 3,C,4729,Enplaned,4729,2010,September,Economy,International
7288,201009,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Deplaned,International,A,10508,Deplaned,10508,2010,September,First class,Domestic
7289,201009,Philippine Airlines,PR,Philippine Airlines,PR,Asia,Enplaned,Terminal 2,A,7541,Enplaned,7541,2010,September,First class,Domestic
7290,201009,Qantas Airways,QF,Qantas Airways,QF,Australia / Oceania,Deplaned,International,A,4461,Deplaned,4461,2010,September,Business,International
7291,201009,Qantas Airways,QF,Qantas Airways,QF,Australia / Oceania,Enplaned,Terminal 4,A,4280,Enplaned,4280,2010,September,First class,International
7292,201009,Republic Airlines,RW,Republic Airlines,RW,US,Deplaned,International,C,4316,Deplaned,4316,2010,September,Economy,International
7293,201009,Republic Airlines,RW,Republic Airlines,RW,US,Enplaned,International,C,4636,Enplaned,4636,2010,September,Economy,International
7294,201009,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Deplaned,Terminal 4,G,13748,Deplaned,13748,2010,September,First class,International
7295,201009,Singapore Airlines,SQ,Singapore Airlines,SQ,Asia,Enplaned,Terminal 4,G,12607,Enplaned,12607,2010,September,First class,International
7296,201009,SkyWest Airlines,OO,Delta Air Lines,DL,US,Deplaned,International,C,7312,Deplaned,7312,2010,September,Economy,International
7297,201009,SkyWest Airlines,OO,Delta Air Lines,DL,US,Enplaned,Terminal 4,C,7208,Enplaned,7208,2010,September,First class,Domestic
7298,201009,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Deplaned,International,F,114999,Deplaned,114999,2010,September,First class,International
7299,201009,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 4,F,114805,Enplaned,114805,2010,September,First class,Domestic
7300,201009,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 4,G,2412,Deplaned,2412,2010,September,Business,International
7301,201009,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 3,F,8844,Deplaned,8844,2010,September,First class,Domestic
7302,201009,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,Terminal 1,F,11211,Enplaned,11211,2010,September,First class,International
7303,201009,Southwest Airlines,WN,Southwest Airlines,WN,US,Deplaned,Terminal 3,B,125883,Deplaned,125883,2010,September,Economy,Domestic
7304,201009,Southwest Airlines,WN,Southwest Airlines,WN,US,Enplaned,International,B,125701,Enplaned,125701,2010,September,First class,Domestic
7305,201009,Southwest Airlines,WN,Southwest Airlines,WN,US,Thru / Transit,International,B,52,Thru / Transit * 2,104,2010,September,First class,Domestic
7306,201009,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Deplaned,International,G,4652,Deplaned,4652,2010,September,First class,Domestic
7307,201009,Sun Country Airlines,SY,Sun Country Airlines,SY,US,Enplaned,Terminal 3,G,3020,Enplaned,3020,2010,September,First class,International
7308,201009,Swiss International,LX,Swiss International,LX,Europe,Deplaned,International,G,5509,Deplaned,5509,2010,September,First class,International
7309,201009,Swiss International,LX,Swiss International,LX,Europe,Enplaned,Terminal 3,G,5574,Enplaned,5574,2010,September,First class,Domestic
7310,201009,TACA,TA,TACA,TA,Central America,Deplaned,Terminal 4,A,4335,Deplaned,4335,2010,September,Business,Domestic
7311,201009,TACA,TA,TACA,TA,Central America,Enplaned,Terminal 2,A,4245,Enplaned,4245,2010,September,Economy,International
7312,201009,US Airways,US ,US Airways,US ,US,Deplaned,Terminal 3,B,61589,Deplaned,61589,2010,September,First class,International
7313,201009,US Airways,US ,US Airways,US ,US,Enplaned,Terminal 4,B,64280,Enplaned,64280,2010,September,First class,International
7314,201009,United Airlines,UA,United Airlines,UA,US,Deplaned,International,B,63438,Deplaned,63438,2010,September,Business,Domestic
7315,201009,United Airlines,UA,United Airlines,UA,US,Enplaned,International,B,64414,Enplaned,64414,2010,September,First class,International
7316,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 2,G,7454,Deplaned,7454,2010,September,Business,International
7317,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,International,G,3832,Enplaned,3832,2010,September,First class,International
7318,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 3,E,20045,Deplaned,20045,2010,September,First class,International
7319,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 3,E,20657,Enplaned,20657,2010,September,First class,International
7320,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,International,E,337,Thru / Transit * 2,674,2010,September,First class,International
7321,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Deplaned,Terminal 4,F,380843,Deplaned,380843,2010,September,Business,International
7322,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Enplaned,Terminal 4,F,392480,Enplaned,392480,2010,September,Business,International
7323,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,US,Thru / Transit,International,F,6400,Thru / Transit * 2,12800,2010,September,Business,International
7324,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Deplaned,International,G,72570,Deplaned,72570,2010,September,Business,Domestic
7325,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Enplaned,Terminal 3,G,65810,Enplaned,65810,2010,September,Economy,Domestic
7326,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Asia,Thru / Transit,Terminal 2,G,2675,Thru / Transit * 2,5350,2010,September,Business,Domestic
7327,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Deplaned,International,G,9402,Deplaned,9402,2010,September,First class,Domestic
7328,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Enplaned,International,G,8507,Enplaned,8507,2010,September,Business,Domestic
7329,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Australia / Oceania,Thru / Transit,Terminal 1,G,677,Thru / Transit * 2,1354,2010,September,Economy,Domestic
7330,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Deplaned,Terminal 4,F,15786,Deplaned,15786,2010,September,Business,International
7331,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Enplaned,Terminal 2,F,16730,Enplaned,16730,2010,September,Economy,Domestic
7332,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Canada,Thru / Transit,International,F,147,Thru / Transit * 2,294,2010,September,Business,International
7333,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Deplaned,International,G,31160,Deplaned,31160,2010,September,First class,International
7334,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Enplaned,Terminal 4,G,32921,Enplaned,32921,2010,September,Economy,International
7335,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Europe,Thru / Transit,Terminal 2,G,504,Thru / Transit * 2,1008,2010,September,First class,International
7336,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Deplaned,Terminal 4,G,3439,Deplaned,3439,2010,September,First class,International
7337,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Enplaned,Terminal 1,G,3216,Enplaned,3216,2010,September,Business,Domestic
7338,201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Mexico,Thru / Transit,International,G,258,Thru / Transit * 2,516,2010,September,Economy,Domestic
7339,201009,Virgin America,VX,Virgin America,VX,US,Deplaned,Terminal 3,A,88856,Deplaned,88856,2010,September,Business,International
7340,201009,Virgin America,VX,Virgin America,VX,US,Enplaned,Terminal 1,A,91638,Enplaned,91638,2010,September,Economy,Domestic
7341,201009,Virgin America,VX,Virgin America,VX,Canada,Deplaned,Terminal 4,A,1543,Deplaned,1543,2010,September,Business,International
7342,201009,Virgin America,VX,Virgin America,VX,Canada,Enplaned,Terminal 1,A,1822,Enplaned,1822,2010,September,First class,Domestic
7343,201009,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Deplaned,Terminal 3,A,10588,Deplaned,10588,2010,September,Economy,International
7344,201009,Virgin Atlantic,VS,Virgin Atlantic,VS,Europe,Enplaned,Terminal 4,A,10640,Enplaned,10640,2010,September,Business,International
7345,201009,WestJet Airlines,WS,WestJet Airlines,WS,Canada,Deplaned,International,A,6500,Deplaned,6500,2010,September,First class,Domestic
7346,201009,WestJet Airlines,WS,WestJet Airlines,WS,Canada,Enplaned,Terminal 2,A,7145,Enplaned,7145,2010,September,First class,Domestic
7347,201010,Aeromexico,AM,Aeromexico,AM,Mexico,Deplaned,International,A,3730,Deplaned,3730,2010,October,First class,International
7348,201010,Aeromexico,AM,Aeromexico,AM,Mexico,Enplaned,Terminal 2,A,3242,Enplaned,3242,2010,October,First class,Domestic
7349,201010,Air Berlin,AB,Air Berlin,AB,Europe,Deplaned,Terminal 2,G,1455,Deplaned,1455,2010,October,First class,Domestic
7350,201010,Air Berlin,AB,Air Berlin,AB,Europe,Enplaned,Terminal 3,G,1689,Enplaned,1689,2010,October,Economy,International
7351,201010,Air Canada ,AC,Air Canada ,AC,Canada,Deplaned,Terminal 3,E,23827,Deplaned,23827,2010,October,First class,Domestic
7352,201010,Air Canada ,AC,Air Canada ,AC,Canada,Enplaned,Terminal 1,E,22955,Enplaned,22955,2010,October,Economy,Domestic
7353,201010,Air China,CA,Air China,CA,Asia,Deplaned,International,G,7025,Deplaned,7025,2010,October,First class,International
7354,201010,Air China,CA,Air China,CA,Asia,Enplaned,Terminal 4,G,7051,Enplaned,7051,2010,October,First class,Domestic
7355,201010,Air France,AF,Air France,AF,Europe,Deplaned,Terminal 3,A,12812,Deplaned,12812,2010,October,First class,Domestic
7356,201010,Air France,AF,Air France,AF,Europe,Enplaned,Terminal 1,A,12647,Enplaned,12647,2010,October,Economy,International
7357,201010,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Deplaned,Terminal 4,G,4619,Deplaned,4619,2010,October,Business,Domestic
7358,201010,Air New Zealand,NZ,Air New Zealand,NZ,Australia / Oceania,Enplaned,Terminal 3,G,7380,Enplaned,7380,2010,October,First class,International
7359,201010,AirTran Airways,FL,AirTran Airways,FL,US,Deplaned,Terminal 3,B,15495,Deplaned,15495,2010,October,Business,International
7360,201010,AirTran Airways,FL,AirTran Airways,FL,US,Enplaned,Terminal 2,B,16089,Enplaned,16089,2010,October,First class,Domestic
7361,201010,Alaska Airlines,AS,Alaska Airlines,AS,US,Deplaned,Terminal 2,B,28862,Deplaned,28862,2010,October,Business,International
7362,201010,Alaska Airlines,AS,Alaska Airlines,AS,US,Enplaned,Terminal 3,B,31754,Enplaned,31754,2010,October,First class,International
7363,201010,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Deplaned,International,A,8389,Deplaned,8389,2010,October,Business,International
7364,201010,Alaska Airlines,AS,Alaska Airlines,AS,Mexico,Enplaned,Terminal 1,B,7611,Enplaned,7611,2010,October,First class,International
7365,201010,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Deplaned,International,G,6853,Deplaned,6853,2010,October,Business,Domestic
7366,201010,All Nippon Airways,NH,All Nippon Airways,NH,Asia,Enplaned,Terminal 4,G,6928,Enplaned,6928,2010,October,Economy,International
7367,201010,American Airlines,AA,American Airlines,AA,US,Deplaned,International,E,149109,Deplaned,149109,2010,October,First class,Domestic
7368,201010,American Airlines,AA,American Airlines,AA,US,Enplaned,Terminal 1,E,148282,Enplaned,148282,2010,October,First class,Domestic
7369,201010,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Deplaned,Terminal 1,A,3936,Deplaned,3936,2010,October,First class,Domestic
7370,201010,Asiana Airlines,OZ,Asiana Airlines,OZ,Asia,Enplaned,International,A,4938,Enplaned,4938,2010,October,First class,Domestic
7371,201010,British Airways,BA,British Airways,BA,Europe,Deplaned,International,A,18360,Deplaned,18360,2010,October,Economy,International
7372,201010,British Airways,BA,British Airways,BA,Europe,Enplaned,Terminal 4,A,18905,Enplaned,18905,2010,October,Economy,Domestic
7373,201010,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Deplaned,Terminal 2,A,18773,Deplaned,18773,2010,October,First class,Domestic
7374,201010,Cathay Pacific,CX,Cathay Pacific,CX,Asia,Enplaned,Terminal 1,A,22863,Enplaned,22863,2010,October,Economy,Domestic
7375,201010,China Airlines,CI,China Airlines,CI,Asia,Deplaned,Terminal 4,A,7996,Deplaned,7996,2010,October,Economy,International
7376,201010,China Airlines,CI,China Airlines,CI,Asia,Enplaned,International,A,9134,Enplaned,9134,2010,October,First class,Domestic
7377,201010,Delta Air Lines,DL,Delta Air Lines,DL,US,Deplaned,International,C,132906,Deplaned,132906,2010,October,First class,Domestic
7378,201010,Delta Air Lines,DL,Delta Air Lines,DL,US,Enplaned,Terminal 4,C,135455,Enplaned,135455,2010,October,Economy,International
7379,201010,Delta Air Lines,DL,Delta Air Lines,DL,Asia,Deplaned,Terminal 4,A,5479,Deplaned,5479,2010,October,Economy,Domestic
7380,201010,Delta Air Lines,DL,Delta Air Lines,DL,Asia,Enplaned,Terminal 3,A,6059,Enplaned,6059,2010,October,Economy,International
7381,201010,EVA Airways,BR,EVA Airways,BR,Asia,Deplaned,International,G,8556,Deplaned,8556,2010,October,First class,Domestic
7382,201010,EVA Airways,BR,EVA Airways,BR,Asia,Enplaned,Terminal 4,G,9888,Enplaned,9888,2010,October,First class,Domestic
7383,201010,Emirates ,EK,Emirates ,EK,Middle East,Deplaned,Terminal 1,G,7235,Deplaned,7235,2010,October,Business,International
7384,201010,Emirates ,EK,Emirates ,EK,Middle East,Enplaned,Terminal 4,G,8910,Enplaned,8910,2010,October,First class,Domestic
7385,201010,Frontier Airlines,F9,Frontier Airlines,F9,US,Deplaned,International,C,21101,Deplaned,21101,2010,October,First class,International
7386,201010,Frontier Airlines,F9,Frontier Airlines,F9,US,Enplaned,International,C,21245,Enplaned,21245,2010,October,Economy,Domestic
7387,201010,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Deplaned,Terminal 4,C,7262,Deplaned,7262,2010,October,Economy,Domestic
7388,201010,Hawaiian Airlines,HA,Hawaiian Airlines,HA,US,Enplaned,International,C,7504,Enplaned,7504,2010,October,Economy,International
7389,201010,Horizon Air ,QX,Alaska Airlines,AS,US,Deplaned,Terminal 4,B,9061,Deplaned,9061,2010,October,Economy,Domestic
7390,201010,Horizon Air ,QX,Alaska Airlines,AS,US,Enplaned,Terminal 4,B,8510,Enplaned,8510,2010,October,Economy,International
7391,201010,Japan Airlines,JL,Japan Airlines,JL,Asia,Deplaned,International,A,6606,Deplaned,6606,2010,October,Business,International
7392,201010,Japan Airlines,JL,Japan Airlines,JL,Asia,Enplaned,Terminal 4,A,6030,Enplaned,6030,2010,October,First class,Domestic
7393,201010,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Deplaned,Terminal 3,A,38555,Deplaned,38555,2010,October,First class,Domestic
7394,201010,JetBlue Airways ,B6,JetBlue Airways ,B6,US,Enplaned,Terminal 3,A,38787,Enplaned,38787,2010,October,Business,Domestic
7395,201010,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Deplaned,Terminal 4,A,10679,Deplaned,10679,2010,October,First class,International
7396,201010,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,Europe,Enplaned,Terminal 4,A,10566,Enplaned,10566,2010,October,Economy,Domestic
7397,201010,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Deplaned,Terminal 4,A,6020,Deplaned,6020,2010,October,Economy,International
7398,201010,Korean Air Lines,KE,Korean Air Lines,KE,Asia,Enplaned,International,A,6074,Enplaned,6074,2010,October,Business,International
7399,201010,LAN Peru,LP,LAN Peru,LP,South America,Deplaned,International,A,3133,Deplaned,3133,2010,October,First class,International
7400,201010,LAN Peru,LP,LAN Peru,LP,South America,Enplaned,International,A,3120,Enplaned,3120,2010,October,First class,International
7401,201010,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,Europe,Deplaned,Terminal 4,G,19062,Deplaned,19062,2010,October,Economy,International
